title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,legion_riders,sons_of_american_legion,auxiliary,boys_state,baseball,oratorical_contest,commander,dues,meeting_info,mylegion_url
American Legion TX Post 0350,legion-post-0350-tx,local,Post 0350,legion,LEGION,world-war-1,World War I,TX,texas,Fort Bend County,fort-bend-county,tx_48157,9724 Gene St,Needville,77461,29.390067,-95.833259,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0351,legion-post-0351-tx,local,Post 0351,legion,LEGION,world-war-1,World War I,TX,texas,Morris County,morris-county,tx_48343,1100 Hanes Blvd,Hughes Springs,75656,32.9866,-94.6405,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0352,legion-post-0352-tx,local,Post 0352,legion,LEGION,world-war-1,World War I,TX,texas,Kendall County,kendall-county,tx_48259,111 Blanco Ave,Blanco,78606,30.088068,-98.420635,true,,,https://www.txlegion352.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0353,legion-post-0353-tx,local,Post 0353,legion,LEGION,world-war-1,World War I,TX,texas,Rusk County,rusk-county,tx_48401,2148 SE Loop,Carthage,75633,32.1561,-94.3199,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0354,legion-post-0354-tx,local,Post 0354,legion,LEGION,world-war-1,World War I,TX,texas,Williamson County,williamson-county,tx_48491,401 Strada Luca,,76527,30.832535,-97.739172,true,,,https://www.alftx.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0357,legion-post-0357-tx,local,Post 0357,legion,LEGION,world-war-1,World War I,TX,texas,Zapata County,zapata-county,tx_48505,PO Box 93,Hebbronville,78361,27.3089,-98.6778,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0358,legion-post-0358-tx,local,Post 0358,legion,LEGION,world-war-1,World War I,TX,texas,Milam County,milam-county,tx_48331,2534 FM 487,Rockdale,76567,30.694815,-97.018065,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0359,legion-post-0359-tx,local,Post 0359,legion,LEGION,world-war-1,World War I,TX,texas,Zavala County,zavala-county,tx_48507,113 S 5th St,Carrizo Springs,78834,28.521635,-99.860439,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048035900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0361,legion-post-0361-tx,local,Post 0361,legion,LEGION,world-war-1,World War I,TX,texas,Navarro County,navarro-county,tx_48349,706 Rumbo Rd,Ennis,75119,32.3195,-96.6118,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048036100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0363,legion-post-0363-tx,local,Post 0363,legion,LEGION,world-war-1,World War I,TX,texas,Aransas County,aransas-county,tx_48007,1701 S Church St,Rockport,78382,28.006157,-97.060436,true,,,https://www.facebook.com/RFPost363,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048036300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0364,legion-post-0364-tx,local,Post 0364,legion,LEGION,world-war-1,World War I,TX,texas,Nueces County,nueces-county,tx_48355,5323 Kostoryz Rd,Corpus Christi,78415,27.725154,-97.415273,true,,,https://www.post364.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048036400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0367,legion-post-0367-tx,local,Post 0367,legion,LEGION,world-war-1,World War I,TX,texas,Dimmit County,dimmit-county,tx_48127,PO Box 575,Asherton,78827,28.4397,-99.7639,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048036700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0368,legion-post-0368-tx,local,Post 0368,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,940 E Belt Line Rd Ste 164,Richardson,75081,32.947394,-96.711832,true,,,https://www.alpost368@gmail.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048036800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0369,legion-post-0369-tx,local,Post 0369,legion,LEGION,world-war-1,World War I,TX,texas,Gonzales County,gonzales-county,tx_48177,PO Box 32,Westhoff,77994,29.1688,-97.4892,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048036900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0370,legion-post-0370-tx,local,Post 0370,legion,LEGION,world-war-1,World War I,TX,texas,Llano County,llano-county,tx_48299,200 Legion,Llano,78643,30.7543,-98.6743,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048037000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0371,legion-post-0371-tx,local,Post 0371,legion,LEGION,world-war-1,World War I,TX,texas,Medina County,medina-county,tx_48325,PO Box 371,Natalia,78059,29.1906,-98.861,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048037100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0374,legion-post-0374-tx,local,Post 0374,legion,LEGION,world-war-1,World War I,TX,texas,Cochran County,cochran-county,tx_48079,PO Box 523,Morton,79346,33.7239,-102.76,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048037400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0375,legion-post-0375-tx,local,Post 0375,legion,LEGION,world-war-1,World War I,TX,texas,Wilson County,wilson-county,tx_48493,9608 S Presa,San Antonio,78223,29.323581,-98.423358,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048037500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0376,legion-post-0376-tx,local,Post 0376,legion,LEGION,world-war-1,World War I,TX,texas,Grayson County,grayson-county,tx_48181,293 Jay Rd,Van Alstyne,75495,33.4544,-96.599308,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048037600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0378,legion-post-0378-tx,local,Post 0378,legion,LEGION,world-war-1,World War I,TX,texas,Menard County,menard-county,tx_48327,PO Box 802,Menard,76859,30.9328,-99.7836,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048037800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0379,legion-post-0379-tx,local,Post 0379,legion,LEGION,world-war-1,World War I,TX,texas,Tarrant County,tarrant-county,tx_48439,1245 N Industrial Blvd,Bedford,76021,32.842917,-97.099993,true,,,https://www.hebtxpost379.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048037900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0380,legion-post-0380-tx,local,Post 0380,legion,LEGION,world-war-1,World War I,TX,texas,Medina County,medina-county,tx_48325,214 County Road 2757,,78056,29.5815,-98.8639,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048038000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0382,legion-post-0382-tx,local,Post 0382,legion,LEGION,world-war-1,World War I,TX,texas,Starr County,starr-county,tx_48427,310 W Water St,Rio Grande City,78582,26.378903,-98.823614,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048038200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0383,legion-post-0383-tx,local,Post 0383,legion,LEGION,world-war-1,World War I,TX,texas,Fayette County,fayette-county,tx_48149,119 Veterans Dr,Columbus,78934,29.705496,-96.560754,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048038300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0387,legion-post-0387-tx,local,Post 0387,legion,LEGION,world-war-1,World War I,TX,texas,San Augustine County,san-augustine-county,tx_48405,2418 Highway 1279,San Augustine,75972,0,0,false,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048038700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0388,legion-post-0388-tx,local,Post 0388,legion,LEGION,world-war-1,World War I,TX,texas,Ellis County,ellis-county,tx_48139,PO Box 942,Midlothian,76065,32.483,-96.9916,true,,,https://www.post388.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048038800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0390,legion-post-0390-tx,local,Post 0390,legion,LEGION,world-war-1,World War I,TX,texas,Willacy County,willacy-county,tx_48489,211 W Hidalgo Ave,Raymondville,78580,26.481749,-97.783377,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0391,legion-post-0391-tx,local,Post 0391,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,2002 W 43rd St,Houston,77018,29.832816,-95.448043,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0392,legion-post-0392-tx,local,Post 0392,legion,LEGION,world-war-1,World War I,TX,texas,Lavaca County,lavaca-county,tx_48285,PO Box 588,Moulton,77975,29.5726,-97.1456,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0393,legion-post-0393-tx,local,Post 0393,legion,LEGION,world-war-1,World War I,TX,texas,San Jacinto County,san-jacinto-county,tx_48407,25774 Highway 321,Cleveland,77327,30.321277,-95.043315,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0395,legion-post-0395-tx,local,Post 0395,legion,LEGION,world-war-1,World War I,TX,texas,Victoria County,victoria-county,tx_48469,PO Box 135,Yoakum,77995,29.291,-97.1497,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0396,legion-post-0396-tx,local,Post 0396,legion,LEGION,world-war-1,World War I,TX,texas,Zavala County,zavala-county,tx_48507,103 W Zavala St,Crystal City,78839,28.677485,-99.828829,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0397,legion-post-0397-tx,local,Post 0397,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,PO Box 1983,Spring,77383,0,0,false,,,https://www.americanlegionpost397.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0399,legion-post-0399-tx,local,Post 0399,legion,LEGION,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,2628 W Southcross Blvd,San Antonio,78211,29.368723,-98.555132,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048039900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0402,legion-post-0402-tx,local,Post 0402,legion,LEGION,world-war-1,World War I,TX,texas,Polk County,polk-county,tx_48373,6380 Us Highway 190 W,Livingston,77351,30.746364,-95.017224,true,,,https://www.alpost402livingston.com/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048040200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0403,legion-post-0403-tx,local,Post 0403,legion,LEGION,world-war-1,World War I,TX,texas,Parmer County,parmer-county,tx_48369,1419 W Avenue B,Muleshoe,79347,34.232718,-102.738101,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048040300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0404,legion-post-0404-tx,local,Post 0404,legion,LEGION,world-war-1,World War I,TX,texas,Fort Bend County,fort-bend-county,tx_48157,PO Box 975,Missouri City,77459,29.5615,-95.5638,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048040400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0405,legion-post-0405-tx,local,Post 0405,legion,LEGION,world-war-1,World War I,TX,texas,Duval County,duval-county,tx_48131,419 S Texas Blvd,Benavides,78341,27.5951,-98.4137,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048040500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0407,legion-post-0407-tx,local,Post 0407,legion,LEGION,world-war-1,World War I,TX,texas,El Paso County,el-paso-county,tx_48141,10134 Racoon Dr,El Paso,79924,31.903634,-106.391169,true,,,https://www.americanlegionpost407elpasotx.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048040700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0408,legion-post-0408-tx,local,Post 0408,legion,LEGION,world-war-1,World War I,TX,texas,Hidalgo County,hidalgo-county,tx_48215,4605 S Business Highway 281,Edinburg,78539,26.256901,-98.173699,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048040800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0409,legion-post-0409-tx,local,Post 0409,legion,LEGION,world-war-1,World War I,TX,texas,La Salle County,la-salle-county,tx_48283,PO Box 96,Cotulla,78014,28.4377,-99.2343,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048040900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0410,legion-post-0410-tx,local,Post 0410,legion,LEGION,world-war-1,World War I,TX,texas,Kerr County,kerr-county,tx_48265,PO Box 888,Lakehills,78063,29.6516,-98.9328,true,,,https://www.facebook.com/Americn,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048041000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0411,legion-post-0411-tx,local,Post 0411,legion,LEGION,world-war-1,World War I,TX,texas,Montgomery County,montgomery-county,tx_48339,PO Box 974,Conroe,77305,30.3226,-95.4822,true,,,https://www.americanlegionconroe.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048041100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0413,legion-post-0413-tx,local,Post 0413,legion,LEGION,world-war-1,World War I,TX,texas,McMullen County,mcmullen-county,tx_48311,6008 Old Hwy 281,Three Rivers,78071,28.482014,-98.177764,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048041300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0414,legion-post-0414-tx,local,Post 0414,legion,LEGION,world-war-1,World War I,TX,texas,Young County,young-county,tx_48503,PO Box 707,Olney,76374,33.3719,-98.751,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048041400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0415,legion-post-0415-tx,local,Post 0415,legion,LEGION,world-war-1,World War I,TX,texas,Karnes County,karnes-county,tx_48255,121 Booe St,Kenedy,78119,28.807572,-97.849954,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048041500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0416,legion-post-0416-tx,local,Post 0416,legion,LEGION,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,PO Box 88002,Houston,77288,29.7839,-95.3879,true,,,https://www.americanlegionpost416.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048041600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0418,legion-post-0418-tx,local,Post 0418,legion,LEGION,world-war-1,World War I,TX,texas,Smith County,smith-county,tx_48423,PO Box 301,Troup,75789,32.1442,-95.1199,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048041800L&@IP_IDENTITY_SCID=0
American Legion TX Post 0422,legion-post-0422-tx,local,Post 0422,legion,LEGION,world-war-1,World War I,TX,texas,Upshur County,upshur-county,tx_48459,525 Elm St,Pittsburg,75686,33.003091,-94.975552,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048042200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0423,legion-post-0423-tx,local,Post 0423,legion,LEGION,world-war-1,World War I,TX,texas,Eastland County,eastland-county,tx_48133,701 E 1st St,Cross Plains,76443,32.125333,-99.157068,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048042300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0424,legion-post-0424-tx,local,Post 0424,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,3940 S Ledbetter Dr,Dallas,75236,32.695846,-96.923439,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048042400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0425,legion-post-0425-tx,local,Post 0425,legion,LEGION,world-war-1,World War I,TX,texas,Randall County,randall-county,tx_48381,PO Box 270,Canyon,79015,34.9795,-101.9307,true,,,https://www.darrentatepost425.net/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048042500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0426,legion-post-0426-tx,local,Post 0426,legion,LEGION,world-war-1,World War I,TX,texas,Johnson County,johnson-county,tx_48251,8500 Fm 3136,Alvarado,76009,32.394014,-97.22705,true,,,https://www.americanlegionpost426.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048042600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0429,legion-post-0429-tx,local,Post 0429,legion,LEGION,world-war-1,World War I,TX,texas,Midland County,midland-county,tx_48329,PO Box 227,Stanton,79782,32.1297,-101.789,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048042900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0430,legion-post-0430-tx,local,Post 0430,legion,LEGION,world-war-1,World War I,TX,texas,Ector County,ector-county,tx_48135,2701 E 8th St,Odessa,79761,31.864638,-102.33005,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048043000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0436,legion-post-0436-tx,local,Post 0436,legion,LEGION,world-war-1,World War I,TX,texas,McMullen County,mcmullen-county,tx_48311,1404 Zanderson Ave,Jourdanton,78026,28.91949,-98.547524,true,,,https://www.facebook.com/LegionPost436,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048043600L&@IP_IDENTITY_SCID=0
American Legion TX Post 0437,legion-post-0437-tx,local,Post 0437,legion,LEGION,world-war-1,World War I,TX,texas,Llano County,llano-county,tx_48299,318 Legion Loop,,78639,30.678836,-98.426764,true,,,https://www.kingslandpost437.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048043700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0439,legion-post-0439-tx,local,Post 0439,legion,LEGION,world-war-1,World War I,TX,texas,Hidalgo County,hidalgo-county,tx_48215,PO Box 112,La Feria,78559,26.1592,-97.8255,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048043900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0442,legion-post-0442-tx,local,Post 0442,legion,LEGION,world-war-1,World War I,TX,texas,Colorado County,colorado-county,tx_48089,1630 Meyer St,Sealy,77474,29.767445,-96.153786,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048044200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0443,legion-post-0443-tx,local,Post 0443,legion,LEGION,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,20295 Somerset Rd,Somerset,78069,29.21982,-98.661374,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048044300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0444,legion-post-0444-tx,local,Post 0444,legion,LEGION,world-war-1,World War I,TX,texas,Travis County,travis-county,tx_48453,PO Box 140527,Austin,78714,30.2982,-97.7494,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048044400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0447,legion-post-0447-tx,local,Post 0447,legion,LEGION,world-war-1,World War I,TX,texas,Williamson County,williamson-county,tx_48491,1000 N Georgetown St,Round Rock,78664,30.51718,-97.671085,true,,,https://www.txlegion447.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048044700L&@IP_IDENTITY_SCID=0
American Legion TX Post 0451,legion-post-0451-tx,local,Post 0451,legion,LEGION,world-war-1,World War I,TX,texas,Burleson County,burleson-county,tx_48051,PO Box 696,Caldwell,77836,30.5334,-96.6946,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048045100L&@IP_IDENTITY_SCID=0
American Legion TX Post 0453,legion-post-0453-tx,local,Post 0453,legion,LEGION,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,2755 Bachman Dr,Dallas,75220,32.854169,-96.871565,true,,,https://lovefieldpost453.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048045300L&@IP_IDENTITY_SCID=0
American Legion TX Post 0454,legion-post-0454-tx,local,Post 0454,legion,LEGION,world-war-1,World War I,TX,texas,Robertson County,robertson-county,tx_48395,PO Box 452,Hearne,77859,30.877,-96.5984,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048045400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0455,legion-post-0455-tx,local,Post 0455,legion,LEGION,world-war-1,World War I,TX,texas,Burleson County,burleson-county,tx_48051,PO Box 175,Somerville,77879,30.3452,-96.53,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048045500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0459,legion-post-0459-tx,local,Post 0459,legion,LEGION,world-war-1,World War I,TX,texas,Waller County,waller-county,tx_48473,31667 FM 1736,Hempstead,77445,30.170041,-96.022925,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048045900L&@IP_IDENTITY_SCID=0
American Legion TX Post 0460,legion-post-0460-tx,local,Post 0460,legion,LEGION,world-war-1,World War I,TX,texas,Medina County,medina-county,tx_48325,PO Box 156,Castroville,78009,29.3515,-98.8867,true,,,https://www.americanlegionpost460.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048046000L&@IP_IDENTITY_SCID=0
American Legion TX Post 0462,legion-post-0462-tx,local,Post 0462,legion,LEGION,world-war-1,World War I,TX,texas,Somervell County,somervell-county,tx_48425,PO Box 1454,Glen Rose,76043,32.2388,-97.7542,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048046200L&@IP_IDENTITY_SCID=0
American Legion TX Post 0464,legion-post-0464-tx,local,Post 0464,legion,LEGION,world-war-1,World War I,TX,texas,Hidalgo County,hidalgo-county,tx_48215,PO Box 8292,Weslaco,78599,26.1645,-97.9901,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048046400L&@IP_IDENTITY_SCID=0
American Legion TX Post 0465,legion-post-0465-tx,local,Post 0465,legion,LEGION,world-war-1,World War I,TX,texas,Newton County,newton-county,tx_48351,8759 Fm 1005,Magnolia Springs,75956,30.725824,-94.031424,true,,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048046500L&@IP_IDENTITY_SCID=0
American Legion TX Post 0466,legion-post-0466-tx,local,Post 0466,legion,LEGION,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,PO Box 215,Von Ormy,78073,29.2879,-98.6435,true,,,https://www.legionpost466.org/,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00048046600L&@IP_IDENTITY_SCID=0
