title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,founding_year,mission,tagline,donation_url
The Retired Officers Association,moaa,hq,MOAA,,,world-war-1,World War I,VA,virginia,Alexandria city,alexandria-city,va_51510,201 N Washington St,Alexandria,22314,38.8064357,-77.046327,true,(800) 234-6622,msc@moaa.org,https://www.moaa.org/,https://www.facebook.com/moaa,https://www.instagram.com/moaaofficial/,,https://www.youtube.com/user/themoaachannel,https://www.linkedin.com/company/moaa,1929,"To advocate for military officers, their families, and survivors.",,https://www.moaa.org/donate
The Society of Cincinnati,the-society-of-cincinnati,hq,SOC,,SOC,american-revolution,American Revolution,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,2118 Massachusetts Avenue NW,Washington,20008,38.9107131,-77.0477077,true,202.785.2040,headquarters@societyofthecincinnati.org,https://www.societyofthecincinnati.org,,,,,,1783,To promote knowledge and appreciation of the achievement of American independence and to foster fellowship among its members,,https://www.societyofthecincinnati.org/support-overview/
The Veterans History Museum of the Carolinas,theveteransmuseum,hq,THEVETERANSMUSEUM,,,world-war-2,World War II,NC,north-carolina,Transylvania County,transylvania-county,nc_37175,21 East Main Street,Brevard,28712,35.2340508,-82.7338291,true,,,https://theveteransmuseum.org/,,,,,,,To preserve veteran history from the Carolinas.,,https://theveteransmuseum.org/donate
Tragedy Assistance Program for Survivors,taps,hq,TAPS,,,gulf-war,Gulf War,VA,virginia,Arlington County,arlington-county,va_51013,3033 Wilson Blvd. Third Floor,Arlington,22201,38.8881961,-77.094484,true,800-959-TAPS (8277),info@taps.org,https://www.taps.org/,https://www.facebook.com/tapsorg/,https://www.instagram.com/tapsorg,https://twitter.com/tapsorg,https://www.youtube.com/c/tapsorg,https://www.linkedin.com/company/tragedy-assistance-program-for-survivors/,1994,"To provide comfort, care, and resources to all those grieving the death of a military loved one through a national peer support network and connection to grief resources.",,https://www.taps.org/donate
Tunnel to Towers Foundation,t2t,hq,T2T,,,war-on-terror,War on Terror,NY,new-york,Richmond County,richmond-county,ny_36085,2361 Hylan Boulevard,Staten Island,10306,40.5736042,-74.1071909,true,718-987-1931,,https://t2t.org/,,,,,,2001,To honor the sacrifice of first responders who lost their lives on 9/11 and military heroes.,,https://t2t.org/donate
"Tuskegee Airmen, Inc.",tai,hq,TAI,,TAI,world-war-2,World War II,AL,alabama,Macon County,macon-county,al_01087,Office PO Box 830060,Tuskegee,36083,32.430237,-85.7077266,true,(334) 725-8200,admin@tuskegeeairmen.org,https://www.tuskegeeairmen.org/,https://www.facebook.com/tainational/,https://www.instagram.com/tainational/,https://twitter.com/tainational?lang=en,https://www.youtube.com/live/x-tezk_lwy8?feature=shared,,1972,"Honoring the accomplishments and perpetuating the history of African-Americans who participated in air crew, ground crew and operations support training in the Army Air Corps during World War II. Introducing young people across the nation to the world of aviation and science through local and national programs such as Young Eagles and TAI youth programs. Providing annual scholarships and awards to deserving individuals, groups and corporations whose deeds lend support to TAI's goals.",,https://tuskegeeairmen.org/support/donate/
U.S. Coast Guard Academy Alumni Association,uscgaaa,hq,USCGAAA,,,spanish-american-war,Spanish–American War,CT,connecticut,New London County,new-london-county,ct_09011,31 Mohegan Avenue,New London,6320,41.3739133,-72.1007725,true,,,https://www.cgaalumni.org/,https://www.facebook.com/uscgaalumni,https://www.instagram.com/uscgaalumni/,,,https://www.linkedin.com/company/u-s-coast-guard-academy-alumni-association/?viewAsMember=true,,To support and connect Coast Guard Academy alumni.,,https://www.cgaalumni.org/donate
U.S. Naval Academy Alumni Association,usna,hq,USNA,,,civil-war,American Civil War,MD,maryland,Anne Arundel County,anne-arundel-county,md_24003,301 King George Street,Annapolis,21402,38.9859902,-76.4964757,true,410-295-4000,,https://www.usna.com/,https://www.facebook.com/usnaalumni/,https://www.instagram.com/usnaalumni/,,https://www.youtube.com/user/usnaaaf,https://www.linkedin.com/company/u.-s.-naval-academy-alumni-association/?viewasmember=true,1886,margin of excellence,,https://www.usna.com/donate
U.S. Naval Institute,usni,hq,USNI,,,civil-war,American Civil War,MD,maryland,Anne Arundel County,anne-arundel-county,md_24003,291 Wood Road,Annapolis,21402,38.9881989,-76.4910311,true,410-268-6110,,https://www.usni.org/,,,,,,1873,To provide an independent forum for examining issues of national defense and maritime affairs.,,https://www.usni.org/donate
United American Patriots,uap,hq,UAP,,,war-on-terror,War on Terror,VA,virginia,Alexandria city,alexandria-city,va_51510,"1800 Diagonal Road, Suite 600",Alexandria,22314,38.8056616,-77.0599937,true,(571) 366-1835,info@uap.org,https://www.uap.org/,https://www.facebook.com/UAPINC/,https://www.instagram.com/uapatriots/,https://twitter.com/uapatriots,https://www.youtube.com/channel/UCeYGzfELwMAAZwyz2sEYwSg,,,To provide legal defense for service members.,,https://www.uap.org/donate
United Daughters of the Confederacy,hqudc,hq,HQUDC,,,civil-war,American Civil War,VA,virginia,Richmond city,richmond-city,va_51760,328 N Arthur Ashe Boulevard,Richmond,23220,37.557156,-77.4738341,true,,,https://hqudc.org/,,,,,,1894,To honor the memory of Confederate soldiers and preserve their history.,,https://hqudc.org/donate
United States Army Warrant Officers Association,usawoa,hq,USAWOA,,,vietnam-war,Vietnam War,VA,virginia,Fairfax County,fairfax-county,va_51059,Herndon Parkway Suite 207,Herndon,20170,38.9625325,-77.3983615,true,703 742 7727,president@usawoa.org,https://usawoa.org,https://www.facebook.com/usawoa/,,,,https://www.linkedin.com/groups/13982465/,1972,To support Army warrant officers and advance the warrant officer corps.,,https://usawoa.org/donate
"United States Daughters of 1812, National Society",nsusd1812,hq,NSUSD1812,,,war-of-1812,War of 1812,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"Rhode Island Ave, NW",Washington,20005,38.9089783,-77.0315092,true,202-745-1812,contact@usdaughters1812.org,https://usdaughters1812.org/,https://www.facebook.com/nsusd1812,,https://twitter.com/search?q=%40NSUSD1812&src=typd,,,1892,"Liberty, Fraternity, and Unity.",,https://usdaughters1812.org/donate
United States Field Artillery Association,usfaa,hq,USFAA,,,spanish-american-war,Spanish–American War,OK,oklahoma,Comanche County,comanche-county,ok_40031,758 McNair Ave,Fort Sill,73503,34.6680128,-98.3901106,true,580.355.4677,,https://www.fieldartillery.org/,https://www.facebook.com/FAAssociation/,https://www.instagram.com/usfieldartilleryassociation/,https://twitter.com/OfficialUSFAA,,https://linkedin.com/company/fieldartillery,,To support field artillery soldiers and preserve heritage.,,https://www.fieldartillery.org/donate
"Veteran Corps of Artillery, State of New York",vcasny,hq,VCASNY,,,american-revolution,American Revolution,NY,new-york,New York County,new-york-county,ny_36061,"643 Park Ave, , NY, United States, New York",New York,10065,40.7672426,-73.9655172,true,(212) 249-3919,cmdt@vcasny.org,https://www.vcasny.org/,https://www.facebook.com/vcasny1790,,https://twitter.com/vcasny#,https://www.youtube.com/user/vcasnyadm,https://www.linkedin.com/in/vcasny,1790,preserve the military heritage of the State of New York and to support military activities in the State of New York upon request,,https://www.vcasny.org/donate
Veterans Consortium Pro Bono Program,vetsprobono,hq,VETSPROBONO,,,vietnam-war,Vietnam War,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"1000 Vermont Ave NW, Suite 1100",Washington,20005,38.902866,-77.033934,true,888-838-7727,,https://www.vetsprobono.org/,,,,,,1992,To ensure that every veteran who appeals to the Court of Appeals for Veterans Claims has access to quality legal representation.,,https://www.vetsprobono.org/donate
Veterans Crisis Line,veteranscrisisline,hq,VETERANSCRISISLINE,,,war-on-terror,War on Terror,DC,district-of-columbia,District of Columbia,district-of-columbia,dc_11001,"810 Vermont Avenue, NW",Washington,20420,38.9008451,-77.0351721,true,Dial 988 then Press 1 or Text 838255,,https://www.veteranscrisisline.net/,,,,,,,"If you’re a Veteran in crisis (<strong>Dial 988 then Press 1, chat online at VeteransCrisisLine.net/Chat, or text 838255.</strong>) or concerned about one, contact the Veterans Crisis Line to receive 24/7, confidential support. You don’t have to be enrolled in VA benefits or health care to connect. To reach responders, Dial 988 then Press 1, chat online at VeteransCrisisLine.net/Chat, or text 838255.",,
Veterans For Peace,vfp,hq,VFP,,,vietnam-war,Vietnam War,MO,missouri,St. Louis city,st-louis-city,mo_29510,1404 North Broadway,St. Louis,63102,38.6381426,-90.1854866,true,314-725-6005,vfp@veteransforpeace.org,https://veteransforpeace.org,,,,,,1985,To use our experiences and connections to our brothers and sisters in arms worldwide to inform the public about the true costs of war.,,https://veteransforpeace.org/donate
"Veterans Support Council, Inc.",american-legion,hq,AMERICAN LEGION,,,war-on-terror,War on Terror,IN,indiana,Marion County,marion-county,in_18097,2457 E Washington St,Indianapolis,46201,39.7672803,-86.1195528,true,(317) 489-9471,Hawkins@Veterans.ooo,https://www.veterans.ooo/,https://www.facebook.com/veteranssupportcouncil/,https://www.instagram.com/veteransvsc/,https://twitter.com/VeteransVSC,https://www.youtube.com/channel/uccwezeq8q048fmjamswakbq,https://www.linkedin.com/in/veteranssupportcouncil/,,"Veterans.ooo serves military veterans, transitioning service members, technologists, and allies who are interested in open source software, technology careers, and collaborative digital innovation",,https://www.veterans.ooo/donate
Veterans Yoga Project,vyp,hq,VYP,,,war-on-terror,War on Terror,CA,california,Alameda County,alameda-county,ca_06001,P.O. Box 6472,Alameda,94501,37.7645199,-122.2415994,true,(203) 936-9642,info@veteransyogaproject.org,https://veteransyogaproject.org/,https://www.facebook.com/veteransyogaproject.org,https://www.instagram.com/veteransyogaproject/,,,https://www.linkedin.com/company/veterans-yoga-project/,2010,"To support recovery and resilience among veterans, families, and communities through yoga, meditation, and mindfulness.",,https://veteransyogaproject.org/donate
Veterans of Foreign Wars of the United States,vfw,hq,VFW,,vfw,spanish-american-war,Spanish–American War,MO,missouri,Jackson County,jackson-county,mo_29095,W. 34th Street Kansas,Kansas City,64111,39.0659138,-94.5961932,true,816 756-3390,,https://www.vfw.org/,http://www.facebook.com/vfwfans,https://www.instagram.com/vfwhq/,http://www.twitter.com/vfwhq,https://www.youtube.com/c/vfwhq,https://www.linkedin.com/company/vfwhq,1899,"To foster camaraderie among veterans of overseas conflicts, serve veterans, military personnel, and communities, and advocate for all veterans' rights and interests.",,https://heroes.vfw.org/page/21776/donate/1?ea.tracking.id=vfwhomepage&utm_source=homepage&utm_medium=button
VeteransPlus,veteransplus,hq,VETERANSPLUS,,,war-on-terror,War on Terror,NC,north-carolina,Durham County,durham-county,nc_37063,P.O. Box 15823,Durham,27704,35.9955684,-78.9002077,true,800-631-8939,info@veteransplus.org,https://www.veteransplus.org/,,,,,,2014,"To empower military and veteran families with financial education, counseling, and coaching to achieve financial stability.",,https://www.veteransplus.org/donate
Veterans’ Outreach,veteransoutreach,hq,VETERANSOUTREACH,,,gulf-war,Gulf War,OH,ohio,Mahoning County,mahoning-county,oh_39099,Office 17 Colonial Drive,Youngstown,44505,41.1362517,-80.6663093,true,330-755-5792,vodepot@veteransoutreach.org,https://veteransoutreach.org/,https://www.facebook.com/veteransoutreachtoserveandhonor/,,,,,,"Veterans Outreach serves U.S. military veterans, service members, and their families, with a primary focus on veterans experiencing economic hardship, homelessness risk, or barriers to accessing benefits and community resources",,https://veteransoutreach.org/donate
Vietnam Helicopter Crewmembers Association,vhpa,hq,VHPA,,,vietnam-war,Vietnam War,TX,texas,Tarrant County,tarrant-county,tx_48439,Lamar Blvd Suite 117,Arlington,76011,32.7603477,-97.1145401,true,817-200-7309,scholarship@quad-a.org,https://www.vhpa.org,https://www.facebook.com/groups/vietnamhelicopters/,,,,,,"To enhance and accredit the cohesiveness, esprit de corps, and traditions of valor of rotary wing aircrews that flew in Southeast Asia during the Vietnam Era.",,https://www.vhpa.org/donate
Vietnam Veterans Against the War,vvaw,hq,VVAW,,,vietnam-war,Vietnam War,IL,illinois,Cook County,cook-county,il_17031,P.O. Box 408594,Chicago,60640,41.88325,-87.6323879,true,,vvaw@vvaw.org,https://vvaw.org/,,,,,,1967,"To advocate for peace, veterans' rights, and an end to military aggression.",,https://vvaw.org/donate
Vietnam Veterans Memorial Fund,vvmf,hq,VVMF,,,vietnam-war,Vietnam War,VA,virginia,Arlington County,arlington-county,va_51013,"1530 Wilson Blvd, STE 550",Arlington,22209,38.894282,-77.075168,true,,info@vvmf.org,https://www.vvmf.org/,,,,,,1979,"To preserve the legacy of the Vietnam Veterans Memorial, promote healing, and educate about the impact of the Vietnam War by honoring those who served and those who did not return.",,https://www.vvmf.org/donate
Vietnam Veterans of America,vva,hq,VVA,,VVA,vietnam-war,Vietnam War,MD,maryland,Montgomery County,montgomery-county,md_24031,"8719 Colesville Road, Suite 100",Silver Spring,20910,38.997977,-77.0264228,true,301-585-4000,,https://vva.org/,https://www.facebook.com/vietnamveteransofamerica,,,https://www.youtube.com/user/vietnamvetsamerica,https://www.linkedin.com/company/vietnam-veterans-of-america,1978,Helping Veterans Communities and those serving in harms way,,https://vva.org/donate/?form=FUN26MAIN&utm_source=main_donate
Volunteers of America,voa,hq,VOA,,,spanish-american-war,Spanish–American War,VA,virginia,Alexandria city,alexandria-city,va_51510,1660 Duke Street,Alexandria,22314,38.8037509,-77.0588821,true,(703) 341-5000,info@voa.org,https://www.voa.org/,https://www.facebook.com/volofamerica/,https://www.instagram.com/volunteers_of_america/,,,https://www.linkedin.com/company/volunteers-of-america/,1896,To reach and uplift all people and bring them to the knowledge and active service of God.,,https://www.voa.org/donate
Warrior Canine Connection,warriorcanineconnection,hq,WARRIORCANINECONNECTION,,,war-on-terror,War on Terror,MD,maryland,Montgomery County,montgomery-county,md_24031,14934 Schaeffer Road,Boyds,20841,39.1442767,-77.3142736,true,301 260 1111,info@warriorcanineconnection.org,https://warriorcanineconnection.org,,,,,,2011,"To reconnect Warriors to life, family, and community through a mission of training service dogs for fellow Veterans with disabilities.",,https://warriorcanineconnection.org/donate
Warriors Heart,warriorsheart,hq,WARRIORSHEART,,,war-on-terror,War on Terror,TX,texas,Bandera County,bandera-county,tx_48019,756 Purple Sage Road,Bandera,78003,29.7522557,-99.0356886,true,844-448-2567,,https://www.warriorsheart.com/,,,,,,2016,"Mission is to heal our nation’s warriors through private, licensed, and accredited resort-style healing centers.",,https://www.warriorsheart.com/donate
Wear Blue: Run to Remember,wearblueruntoremember,hq,WEARBLUERUNTOREMEMBER,,,war-on-terror,War on Terror,WA,washington,Pierce County,pierce-county,wa_53053,PO BOX 65254,University Place,98464,47.25,-122.44,true,253-987-8081,remember@wearblueruntoremember.org,https://www.wearblueruntoremember.org/,https://www.facebook.com/wearblue/,https://www.instagram.com/wearblue/,,https://www.youtube.com/@wearblueruntoremember,https://www.linkedin.com/company/wear-blue-run-to-remember/,2010,"A healthy, ready, and resilient military family. We enhance and exemplify community, wellness, respect, grit, and excellence in everything we do.
We run for the fallen, for the fighting, and for the families.",,https://www.wearblueruntoremember.org/donate
"Welcome Home, Inc.",welcomeveterans,hq,WELCOMEVETERANS,,,vietnam-war,Vietnam War,MO,missouri,Boone County,boone-county,mo_29019,Business Loop 70 East,Columbia,65201,38.9639874,-92.3207538,true,573-443-8001,,https://www.welcomeveterans.org/,https://www.facebook.com/welcomehomeinc/,https://www.instagram.com/welcomehomevets/,,https://www.youtube.com/channel/uce0ngnd6_ctjvotyrkwybgg/videos?view_as=subscriber,,,To provide housing and support to homeless veterans.,,https://www.welcomeveterans.org/donate
Women Veterans Network (WoVeN),wovenwomenvets,hq,WOVENWOMENVETS,,,war-on-terror,War on Terror,MA,massachusetts,Suffolk County,suffolk-county,ma_25025,"850 Harrison Ave, 9th Floor",Boston,2118,42.33502,-71.074882,true,(877) 449-6836,contact@wovenwomenvets.org,https://www.wovenwomenvets.org/,https://www.facebook.com/wovenwomenvets/,https://www.instagram.com/womenveteransnetwork/,,https://www.youtube.com/channel/ucv_yfnigok-bdrivbrlqerg,https://www.linkedin.com/company/wovenwomenvets,,To provide a unique social network of women Veterans to foster connections and build relationships in local communities and across the nation.,,https://www.wovenwomenvets.org/donate
Women's Army Corps Veterans Association,armywomen,hq,ARMYWOMEN,,,world-war-2,World War II,AL,alabama,Calhoun County,calhoun-county,al_01015,256.820.6824​ PO Box 663,Weaver,36277,33.7651005,-85.8230251,true,256.820.6824,WACVAweb@gmail.com,https://www.armywomen.org/,https://www.facebook.com/groups/87481036666,,,,,1946,To preserve the history of the Women's Army Corps and its predecessors and to unite those who have served honorably in the United States Army.,,https://www.armywomen.org/donate
Wounded Warrior Project,wwp,hq,WWP,,,war-on-terror,War on Terror,FL,florida,Duval County,duval-county,fl_12031,4899 Belfort Road Suite 300,Jacksonville,32256,30.2486162,-81.5835736,true,877 832.6997,publicrelations@woundedwarriorproject.org,https://www.woundedwarriorproject.org/,https://www.facebook.com/wwp,https://www.instagram.com/wwp,,https://www.youtube.com/user/WoundedWarriorProjec,https://www.linkedin.com/company/wounded-warrior-project/,2003,"To honor and empower wounded warriors by providing free programs and services for post-9/11 veterans covering mental, physical, financial, and social wellness to help them thrive for a lifetime.",,https://www.woundedwarriorproject.org/donate
Wreaths Across America,wreathsacrossamerica,hq,WREATHSACROSSAMERICA,,,war-on-terror,War on Terror,ME,maine,Washington County,washington-county,me_23029,4 Point Lookout Road,Columbia Falls,4623,44.6538001,-67.7273744,true,877-385-9504,,https://www.wreathsacrossamerica.org/,,,,,,1992,"To Remember, Honor, and Teach about the sacrifices of our veterans.",,https://www.wreathsacrossamerica.org/donate
Zero8Hundred,zero8hundred,hq,ZERO8HUNDRED,,,war-on-terror,War on Terror,CA,california,San Diego County,san-diego-county,ca_06073,Road Suite 104 San,Diego,92123,32.6745241,-117.1067006,true,858-944-0800,info@zero8hundred.org,https://www.zero8hundred.org/,https://www.facebook.com/zero8hundred/,https://www.instagram.com/p/c-i8ozyshcb/?img_index=1,,,http://linkedin.com/company/zero8hundred,,"<p>The <strong>Zero8Hundred</strong> is a nonprofit organization dedicated to ending veteran homelessness and supporting veterans in crisis through housing assistance, peer support, and coordinated care. The organization focuses on helping veterans overcome immediate challenges while building pathways to long-term stability and independence.</p>",,https://www.zero8hundred.org/donate
