title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place
DAV Chapter 39 - Angleton #39,dav-chapter-39-tx,local,Chapter 39,dav,DAV,world-war-1,World War I,TX,texas,Brazoria County,brazoria-county,tx_48039,401 E Dedar St,Angleton,77515,,,false,979-236-2010,,http://www.davmembersportal.org/chapters/TX/39,,,,,,39,"2nd Thursday, 6:00 PM","401 E Dedar St, Angleton, TX 77515"
DAV Chapter 41 - G Registr N Ctrl #41,dav-chapter-41-tx,local,Chapter 41,dav,DAV,world-war-1,World War I,TX,texas,Wichita County,wichita-county,tx_48485,2004 Old Windthorst Rd,Wichita Falls,76301,33.9066244,-98.49462129999999,true,940-636-7577,,http://www.davmembersportal.org/chapters/TX/41,,,,,,41,"1st Saturday, 10:00 AM","2004 Old Windthorst Rd, Wichita Falls, TX 76301"
DAV Chapter 42 - Grand Prairie #42,dav-chapter-42-tx,local,Chapter 42,dav,DAV,world-war-1,World War I,TX,texas,Tarrant County,tarrant-county,tx_48439,925 Conover Dr,Grand Prairie,75051,,,false,972-237-7689,,http://www.davmembersportal.org/chapters/TX/42,,,,,,42,"4th Tuesday, 6:00 PM","925 Conover Dr, Grand Prairie, TX 75051"
DAV Chapter 44 - R L Ferguson #44,dav-chapter-44-tx,local,Chapter 44,dav,DAV,world-war-1,World War I,TX,texas,Lubbock County,lubbock-county,tx_48303,7414 83rd St,Lubbock,79424,,,false,806-771-7779,,http://www.davmembersportal.org/chapters/TX/44,,,,,,44,"2nd Saturday, 11:00 AM","7414 83rd St, Lubbock, TX 79424"
DAV Chapter 47 - O Neal-Kunkle #47,dav-chapter-47-tx,local,Chapter 47,dav,DAV,world-war-1,World War I,TX,texas,Howard County,howard-county,tx_48227,2204 Runnels St,Big Spring,79720,,,false,432-263-5163,,http://www.davmembersportal.org/chapters/TX/47,,,,,,47,"3rd Monday, 6:30 PM","2204 Runnels St, Big Spring, TX 79720"
DAV Chapter 57 - Big D #57,dav-chapter-57-tx,local,Chapter 57,dav,DAV,world-war-1,World War I,TX,texas,Dallas County,dallas-county,tx_48113,8630 Thurgood Lane,Dallas,75238,,,false,214-343-8643,,http://www.davmembersportal.org/chapters/TX/57,,,,,,57,"1st Saturday, 2:00 PM","8630 Thurgood Lane, Dallas, TX 75238"
DAV Chapter 58 - Permian Basin #58,dav-chapter-58-tx,local,Chapter 58,dav,DAV,world-war-1,World War I,TX,texas,Ector County,ector-county,tx_48135,208 East VFW Lane,Odessa,79762,29.2152606,-96.02612649999999,true,432-661-0720,,http://www.davmembersportal.org/chapters/TX/58,,,,,,58,"3rd Saturday, 11:00 AM","208 East VFW Lane, Odessa, TX 79762"
DAV Chapter 61 - Doug Herrle #61,dav-chapter-61-tx,local,Chapter 61,dav,DAV,world-war-1,World War I,TX,texas,Guadalupe County,guadalupe-county,tx_48187,425 N Vaughan Ave,Seguin,78155,,,false,830-379-3299,,http://www.davmembersportal.org/chapters/TX/61,,,,,,61,"2nd Tuesday, 7:00 PM","425 N Vaughan Ave, Seguin, TX 78155"
DAV Chapter 63 - J W Cantrell #63,dav-chapter-63-tx,local,Chapter 63,dav,DAV,world-war-1,World War I,TX,texas,Anderson County,anderson-county,tx_48001,927 Gardner Dr,Palestine,75802,,,false,832-244-4595,,http://www.davmembersportal.org/chapters/TX/63,,,,,,63,"2nd Saturday, 10:00 AM","927 Gardner Dr, Palestine, TX 75802"
DAV Chapter 70 - Decatur #70,dav-chapter-70-tx,local,Chapter 70,dav,DAV,world-war-1,World War I,TX,texas,Wise County,wise-county,tx_48497,2801B S. FM-51,Decatur,76234,33.2342834,-97.5861393,true,940-389-1922,,http://www.davmembersportal.org/chapters/TX/70,,,,,,70,"2nd Thursday, 7:00 PM","2801B S. FM-51, Decatur, TX 76234"
DAV Chapter 74 - Gatesville #74,dav-chapter-74-tx,local,Chapter 74,dav,DAV,world-war-1,World War I,TX,texas,Lampasas County,lampasas-county,tx_48281,528 State School Rd,Gatesville,76528,31.4582301,-97.743641,true,254-394-2091,,http://www.davmembersportal.org/chapters/TX/74,,,,,,74,"2nd Tuesday, 7:00 PM","528 State School Rd, Gatesville, TX 76528"
DAV Chapter 76 - Webb County #76,dav-chapter-76-tx,local,Chapter 76,dav,DAV,world-war-1,World War I,TX,texas,Webb County,webb-county,tx_48479,2000 San Francisco Ave,Laredo,78041,27.5662945,-99.4719138,true,956-267-0972,,http://www.davmembersportal.org/chapters/TX/76,,,,,,76,"1st Tuesday, 6:00 PM","2000 San Francisco Ave, Laredo, TX 78041"
DAV Chapter 81 - Hunt County #81,dav-chapter-81-tx,local,Chapter 81,dav,DAV,world-war-1,World War I,TX,texas,Hunt County,hunt-county,tx_48231,2502 Church St,Greenville,75401,,,false,903-217-7127,,http://www.davmembersportal.org/chapters/TX/81,,,,,,81,"2nd Monday, 6:00 PM","2502 Church St, Greenville, TX 75401"
DAV Chapter 83 - Nacogdoches Mem #83,dav-chapter-83-tx,local,Chapter 83,dav,DAV,world-war-1,World War I,TX,texas,Nacogdoches County,nacogdoches-county,tx_48347,3110 Appleby Sand Rd,Nacogdoches,75963,31.629969,-94.6295312,true,936-552-7122,,http://www.davmembersportal.org/chapters/TX/83,,,,,,83,"1st Tuesday, 6:00 PM","3110 Appleby Sand Rd, Nacogdoches, TX 75963"
DAV Chapter 86 - Burleson County #86,dav-chapter-86-tx,local,Chapter 86,dav,DAV,world-war-1,World War I,TX,texas,Burleson County,burleson-county,tx_48051,501 W Mustang St,Caldwell,77836,30.528114,-96.6947081,true,979-567-3770,,http://www.davmembersportal.org/chapters/TX/86,,,,,,86,"3rd Thursday, 7:00 PM","501 W Mustang St, Caldwell, TX 77836"
DAV Chapter 89 - Paris #89,dav-chapter-89-tx,local,Chapter 89,dav,DAV,world-war-1,World War I,TX,texas,Lamar County,lamar-county,tx_48277,185 Bybee St,Reno,75462,33.6616459,-95.4616799,true,903-517-8508,,http://www.davmembersportal.org/chapters/TX/89,,,,,,89,"2nd Saturday, 9:00 AM","185 Bybee St, Reno, TX 75462"
DAV Chapter 95 - Raul F Lopez #95,dav-chapter-95-tx,local,Chapter 95,dav,DAV,world-war-1,World War I,TX,texas,Hidalgo County,hidalgo-county,tx_48215,1921 N. 25th St,McAllen,78501,,,false,956-492-7116,,http://www.davmembersportal.org/chapters/TX/95,,,,,,95,"3rd Wednesday, 6:00 PM","1921 N. 25th St, McAllen, TX 78501"
DAV Chapter 106 - Denton Mem #106,dav-chapter-106-tx,local,Chapter 106,dav,DAV,world-war-1,World War I,TX,texas,Denton County,denton-county,tx_48121,909 Sunset St,Denton,76201,33.2294044,-97.14141839999999,true,940-390-0314,,http://www.davmembersportal.org/chapters/TX/106,,,,,,106,"1st Monday, 7:00 PM","909 Sunset St, Denton, TX 76201"
DAV Chapter 114 - Kel-Lac #114,dav-chapter-114-tx,local,Chapter 114,dav,DAV,world-war-1,World War I,TX,texas,Medina County,medina-county,tx_48325,12070 Leslie Rd,2 Helotes,78023,29.5556792,-98.682463,true,210-316-3465,,http://www.davmembersportal.org/chapters/TX/114,,,,,,114,"4th Wednesday, 7:00 PM","12070 Leslie Rd, 2 Helotes, TX 78023"
DAV Chapter 126 - Baytown #126,dav-chapter-126-tx,local,Chapter 126,dav,DAV,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,8204 N Main,Baytown,77521,29.7885322,-94.9641023,true,281-843-2706,,http://www.davmembersportal.org/chapters/TX/126,,,,,,126,"1st Monday, 6:30 pm","8204 N Main, Baytown, TX 77521"
DAV Chapter 128 - Roy B Hodges #128,dav-chapter-128-tx,local,Chapter 128,dav,DAV,world-war-1,World War I,TX,texas,Bexar County,bexar-county,tx_48029,3310 E Commerce,San Antonio,78220,,,false,210-724-8883,,http://www.davmembersportal.org/chapters/TX/128,,,,,,128,"4th Saturday, 11:00 AM","3310 E Commerce, San Antonio, TX 78220"
DAV Chapter 137 - Garland #137,dav-chapter-137-tx,local,Chapter 137,dav,DAV,world-war-1,World War I,TX,texas,Rockwall County,rockwall-county,tx_48397,7301 Miller Rd,Rowlett,75088,32.891719,-96.5320519,true,214-850-1691,,http://www.davmembersportal.org/chapters/TX/137,,,,,,137,"1st Monday, 6:45 PM","7301 Miller Rd, Rowlett, TX 75088"
DAV Chapter 139 - Brenham #139,dav-chapter-139-tx,local,Chapter 139,dav,DAV,world-war-1,World War I,TX,texas,Washington County,washington-county,tx_48477,1200 E Tom Green St,Brenham,77833,30.1591243,-96.3844179,true,979-836-8222,,http://www.davmembersportal.org/chapters/TX/139,,,,,,139,"2nd Monday, 7:00 PM","1200 E Tom Green St, Brenham, TX 77833"
DAV Chapter 147 - W R Hold #147,dav-chapter-147-tx,local,Chapter 147,dav,DAV,world-war-1,World War I,TX,texas,Bell County,bell-county,tx_48027,702 East Avenue E,Killeen,76541,,,false,254-285-4198,,http://www.davmembersportal.org/chapters/TX/147,,,,,,147,"4th Monday, 7:00 PM","702 East Avenue E, Killeen, TX 76541"
DAV Chapter 150 - Ernest Perales #150,dav-chapter-150-tx,local,Chapter 150,dav,DAV,world-war-1,World War I,TX,texas,Nueces County,nueces-county,tx_48355,5325 Greely Dr,Corpus Christi,78412,27.716299,-97.3547775,true,361-441-9007,,http://www.davmembersportal.org/chapters/TX/150,,,,,,150,"2nd Thursday, 7:00 PM","5325 Greely Dr, Corpus Christi, TX 78412"
DAV Chapter 157 - Arlington #157,dav-chapter-157-tx,local,Chapter 157,dav,DAV,world-war-1,World War I,TX,texas,Tarrant County,tarrant-county,tx_48439,620 S Wisteria St,Mansfield,76063,32.6586402,-97.12849070000001,true,817-274-0271,,http://www.davmembersportal.org/chapters/TX/157,,,,,,157,"1st Tuesday, 7:00 PM","620 S Wisteria St, Mansfield, TX 76063"
DAV Chapter 169 - Victoria County #169,dav-chapter-169-tx,local,Chapter 169,dav,DAV,world-war-1,World War I,TX,texas,Victoria County,victoria-county,tx_48469,2001 Lova Dr,Victoria,77901,,,false,361-582-5810,,http://www.davmembersportal.org/chapters/TX/169,,,,,,169,"4th Monday, 7:00 PM","2001 Lova Dr, Victoria, TX 77901"
DAV Chapter 187 - Northeast #187,dav-chapter-187-tx,local,Chapter 187,dav,DAV,world-war-1,World War I,TX,texas,El Paso County,el-paso-county,tx_48141,9301 Diana Dr.,El Paso,79924,,,false,915-751-5800,,http://www.davmembersportal.org/chapters/TX/187,,,,,,187,"4th Saturday, 9:30 AM","9301 Diana Dr., El Paso, TX 79924"
DAV Chapter 194 - Memorial Pasadena #194,dav-chapter-194-tx,local,Chapter 194,dav,DAV,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,2221 Preston Ave,Pasadena,77503,29.6657391,-95.1828594,true,281-709-2828,,http://www.davmembersportal.org/chapters/TX/194,,,,,,194,"3rd Tuesday, 5:30 PM","2221 Preston Ave, Pasadena, TX 77503"
DAV Chapter 195 - Gold Star #195,dav-chapter-195-tx,local,Chapter 195,dav,DAV,world-war-1,World War I,TX,texas,Harris County,harris-county,tx_48201,4202 Walnut St,Pearland,77581,29.5592145,-95.2890349,true,713-628-4239,,http://www.davmembersportal.org/chapters/TX/195,,,,,,195,"2nd Thursday, 7:30 PM","4202 Walnut St, Pearland, TX 77581"
DAV Chapter 200 - Bryan-College Station #200,dav-chapter-200-tx,local,Chapter 200,dav,DAV,world-war-1,World War I,TX,texas,Brazos County,brazos-county,tx_48041,304 Mobile Ave,Bryan,77801,,,false,909-324-0257,,http://www.davmembersportal.org/chapters/TX/200,,,,,,200,"4th Tuesday, 7:00 PM","304 Mobile Ave, Bryan, TX 77801"
DAV Chapter 203 - Ms3 R M Santiago Usn #203,dav-chapter-203-tx,local,Chapter 203,dav,DAV,world-war-1,World War I,TX,texas,Nueces County,nueces-county,tx_48355,2502 E Kennedy Ave,Kingsville,78363,,,false,361-522-4044,,http://www.davmembersportal.org/chapters/TX/203,,,,,,203,"3rd Monday, 7:00 PM","2502 E Kennedy Ave, Kingsville, TX 78363"
DAV Chapter 204 - Upshur County #204,dav-chapter-204-tx,local,Chapter 204,dav,DAV,world-war-1,World War I,TX,texas,Upshur County,upshur-county,tx_48459,1924 N Wood St Hwy 271N,Gilmer,75644,,,false,903-399-8842,,http://www.davmembersportal.org/chapters/TX/204,,,,,,204,"4th Thursday, 6:00 PM","1924 N Wood St Hwy 271N, Gilmer, TX 75644"
DAV Chapter 219 - Sgt James Allen #219,dav-chapter-219-tx,local,Chapter 219,dav,DAV,world-war-1,World War I,TX,texas,Travis County,travis-county,tx_48453,801 E William Cannon Dr,Austin,78745,30.1880635,-97.7656942,true,512-573-7682,,http://www.davmembersportal.org/chapters/TX/219,,,,,,219,"2nd Wednesday, 6:30 PM","801 E William Cannon Dr, Austin, TX 78745"
DAV Chapter 222 - Wayne L Harland #222,dav-chapter-222-tx,local,Chapter 222,dav,DAV,world-war-1,World War I,TX,texas,Bowie County,bowie-county,tx_48037,1610 W 18th St,Texarkana,75501,33.4340394,-94.0598215,true,903-280-7507,,http://www.davmembersportal.org/chapters/TX/222,,,,,,222,"2nd Saturday, 12:00 PM","1610 W 18th St, Texarkana, TX 75501"
DAV Chapter 233 - Fort Bend Cty #233,dav-chapter-233-tx,local,Chapter 233,dav,DAV,world-war-1,World War I,TX,texas,Fort Bend County,fort-bend-county,tx_48157,800 Brooks St,Sugar Land,77478,29.5156906,-95.80868640000001,true,832-418-9006,,http://www.davmembersportal.org/chapters/TX/233,,,,,,233,"2nd Tuesday, 7:30 pm","800 Brooks St, Sugar Land, TX 77478"
DAV Chapter 234 - Stephenville #234,dav-chapter-234-tx,local,Chapter 234,dav,DAV,world-war-1,World War I,TX,texas,Erath County,erath-county,tx_48143,899 East Rd Us Hwy 281,Stephenville,76401,,,false,254-918-5660,,http://www.davmembersportal.org/chapters/TX/234,,,,,,234,"2nd Tuesday, 7:00 PM","899 East Rd Us Hwy 281, Stephenville, TX 76401"
DAV Chapter 236 - Vidor #236,dav-chapter-236-tx,local,Chapter 236,dav,DAV,world-war-1,World War I,TX,texas,Orange County,orange-county,tx_48361,185 Camp St,Vidor,77670,,,false,409-769-8955,,http://www.davmembersportal.org/chapters/TX/236,,,,,,236,"2nd Monday, 6:00 PM","185 Camp St, Vidor, TX 77670"
DAV Chapter 1 - Wasatch #1,dav-chapter-1-ut,local,Chapter 1,dav,DAV,world-war-1,World War I,UT,utah,Utah County,utah-county,ut_49049,51 S University Ave,Provo,84601,,,false,801-358-9333,,http://www.davmembersportal.org/chapters/UT/01,,,,,,1,"2nd Thursday, 6:30 PM","51 S University Ave, Provo, UT 84601"
DAV Chapter 4 - Phil P Ficarra #4,dav-chapter-4-ut,local,Chapter 4,dav,DAV,world-war-1,World War I,UT,utah,Weber County,weber-county,ut_49057,845 W 24th,Ogden,84401,,,false,801-732-2543,,http://www.davmembersportal.org/chapters/UT/04,,,,,,4,"2nd Tuesday, 6:30 PM","845 W 24th, Ogden, UT 84401"
DAV Chapter 7 - Dixie #7,dav-chapter-7-ut,local,Chapter 7,dav,DAV,world-war-1,World War I,UT,utah,Washington County,washington-county,ut_49053,42 S River Rd,Saint George,84770,37.0965278,-113.5684164,true,435-659-9503,,http://www.davmembersportal.org/chapters/UT/07,,,,,,7,"2nd Saturday, 10:00 AM","42 S River Rd, Saint George, UT 84770"
DAV Chapter 8 - John W Holden #8,dav-chapter-8-ut,local,Chapter 8,dav,DAV,world-war-1,World War I,UT,utah,Salt Lake County,salt-lake-county,ut_49035,665 E Ft Union Blvd,Midvale,84047,,,false,801-809-3011,,http://www.davmembersportal.org/chapters/UT/08,,,,,,8,"3rd Saturday, 10:00 AM","665 E Ft Union Blvd, Midvale, UT 84047"
DAV Chapter 14 - Davis County #14,dav-chapter-14-ut,local,Chapter 14,dav,DAV,world-war-1,World War I,UT,utah,Davis County,davis-county,ut_49011,1389 Main St,Layton,84041,41.0804446,-111.9897568,true,801-544-3036,,http://www.davmembersportal.org/chapters/UT/14,,,,,,14,"2nd Wednesday, 7:30 PM","1389 Main St, Layton, UT 84041"
DAV Chapter 16 - Carbon #16,dav-chapter-16-ut,local,Chapter 16,dav,DAV,world-war-1,World War I,UT,utah,Emery County,emery-county,ut_49015,57 West Main St,Price,84501,,,false,435-613-9537,,http://www.davmembersportal.org/chapters/UT/16,,,,,,16,"3rd Friday, 2:00 PM","57 West Main St, Price, UT 84501"
DAV Chapter 18 - Borgstrom #18,dav-chapter-18-ut,local,Chapter 18,dav,DAV,world-war-1,World War I,UT,utah,Box Elder County,box-elder-county,ut_49003,126 East Forrest St,Brigham City,84302,41.5102589,-112.0132339,true,435-239-0304,,http://www.davmembersportal.org/chapters/UT/18,,,,,,18,"3rd Tuesday, 6:00 PM","126 East Forrest St, Brigham City, UT 84302"
DAV Chapter 20 - Jordan M Byrd #20,dav-chapter-20-ut,local,Chapter 20,dav,DAV,world-war-1,World War I,UT,utah,Tooele County,tooele-county,ut_49045,47 East Vine St,Tooele,84074,,,false,435-840-0547,,http://www.davmembersportal.org/chapters/UT/20,,,,,,20,"3rd Thursday, 7:00 PM","47 East Vine St, Tooele, UT 84074"
DAV Chapter 2 - Lester S Gordon #2,dav-chapter-2-va,local,Chapter 2,dav,DAV,world-war-1,World War I,VA,virginia,Newport News City,newport-news-city,va_51700,15460 Warwick Blvd,Newport News,23608,37.15333529999999,-76.55406119999999,true,757-875-0721,,http://www.davmembersportal.org/chapters/VA/02,,,,,,2,"2nd Tuesday, 7:30 PM","15460 Warwick Blvd, Newport News, VA 23608"
DAV Chapter 3 - H H Mackenzie #3,dav-chapter-3-va,local,Chapter 3,dav,DAV,world-war-1,World War I,VA,virginia,Salem City,salem-city,va_51775,2381 Roanoke Blvd,Salem,24153,,,false,540-345-1774,,http://www.davmembersportal.org/chapters/VA/03,,,,,,3,"2nd Tuesday, 6:00 PM","2381 Roanoke Blvd, Salem, VA 24153"
DAV Chapter 5 - Suffolk #5,dav-chapter-5-va,local,Chapter 5,dav,DAV,world-war-1,World War I,VA,virginia,Suffolk City,suffolk-city,va_51800,139 S Saratoga St,Suffolk,23434,36.7278916,-76.58536099999999,true,757-934-2695,,http://www.davmembersportal.org/chapters/VA/05,,,,,,5,"3rd Monday, 6:00 PM","139 S Saratoga St, Suffolk, VA 23434"
DAV Chapter 6 - Murray Rhea Pnsla #6,dav-chapter-6-va,local,Chapter 6,dav,DAV,world-war-1,World War I,VA,virginia,Newport News City,newport-news-city,va_51700,913 Aberdeen Road,Hampton,23666,,,false,757-826-7530,,http://www.davmembersportal.org/chapters/VA/06,,,,,,6,"3rd Thursday, 7:00 PM","913 Aberdeen Road, Hampton, VA 23666"
DAV Chapter 7 - Gen Washington #7,dav-chapter-7-va,local,Chapter 7,dav,DAV,world-war-1,World War I,VA,virginia,Fredericksburg City,fredericksburg-city,va_51630,2701 Princess Anne St,Fredericksburg,22401,38.3183899,-77.47120079999999,true,540-891-8396,,http://www.davmembersportal.org/chapters/VA/07,,,,,,7,"3rd Tuesday, 7:30 PM","2701 Princess Anne St, Fredericksburg, VA 22401"
DAV Chapter 9 - Stonewall Jackson #9,dav-chapter-9-va,local,Chapter 9,dav,DAV,world-war-1,World War I,VA,virginia,Winchester City,winchester-city,va_51840,181 Pendleton Dr,Winchester,22602,,,false,540-336-0606,,http://www.davmembersportal.org/chapters/VA/09,,,,,,9,"1st Wednesday, 7:30 PM","181 Pendleton Dr, Winchester, VA 22602"
DAV Chapter 10 - Arlington Fairfax #10,dav-chapter-10-va,local,Chapter 10,dav,DAV,world-war-1,World War I,VA,virginia,Fairfax County,fairfax-county,va_51059,12000 Government Center Pkwy,Fairfax,22035,,,false,440-454-0259,,http://www.davmembersportal.org/chapters/VA/10,,,,,,10,"3rd Saturday, 10:00 AM","12000 Government Center Pkwy, Fairfax, VA 22035"
DAV Chapter 13 - York Co Victory #13,dav-chapter-13-va,local,Chapter 13,dav,DAV,world-war-1,World War I,VA,virginia,York County,york-county,va_51199,1700 George Washington Memorial Hwy Ste E,Yorktown,23693,37.1081722,-76.4553583,true,757-596-0062,,http://www.davmembersportal.org/chapters/VA/13,,,,,,13,"3rd Saturday, 9:00 AM","1700 George Washington Memorial Hwy Ste E, Yorktown, VA 23693"
DAV Chapter 15 - Prince Wm County #15,dav-chapter-15-va,local,Chapter 15,dav,DAV,world-war-1,World War I,VA,virginia,Manassas Park City,manassas-park-city,va_51685,9304 Centreville Rd,Manassas,20110,38.7533456,-77.4685166,true,703-203-9969,,http://www.davmembersportal.org/chapters/VA/15,,,,,,15,"4th Saturday, 10:00 AM","9304 Centreville Rd, Manassas, VA 20110"
DAV Chapter 17 - Kenneth Cox #17,dav-chapter-17-va,local,Chapter 17,dav,DAV,world-war-1,World War I,VA,virginia,Richmond City,richmond-city,va_51760,2220 Sledd St,Richmond,23220,,,false,804-334-0751,,http://www.davmembersportal.org/chapters/VA/17,,,,,,17,"3rd Tuesday, 7:30 pm","2220 Sledd St, Richmond, VA 23220"
DAV Chapter 19 - A T Gammon #19,dav-chapter-19-va,local,Chapter 19,dav,DAV,world-war-1,World War I,VA,virginia,Danville City,danville-city,va_51590,135 American Legion Blvd,Danville,24540,,,false,434-836-0745,,http://www.davmembersportal.org/chapters/VA/19,,,,,,19,"1st Monday, 7:30 PM","135 American Legion Blvd, Danville, VA 24540"
DAV Chapter 20 - Virginia Beach #20,dav-chapter-20-va,local,Chapter 20,dav,DAV,world-war-1,World War I,VA,virginia,Virginia Beach City,virginia-beach-city,va_51810,4896 Kempsville Greens Pkwy,Virginia Beach,23462,36.8211621,-76.1495422,true,757-519-9931,,http://www.davmembersportal.org/chapters/VA/20,,,,,,20,"3rd Tuesday, 7:00 PM","4896 Kempsville Greens Pkwy, Virginia Beach, VA 23462"
DAV Chapter 21 - Bernard L Hines #21,dav-chapter-21-va,local,Chapter 21,dav,DAV,world-war-1,World War I,VA,virginia,Norfolk City,norfolk-city,va_51710,1018 W Little Creek Rd,Norfolk,23505,36.9163165,-76.2929386,true,757-423-7100,,http://www.davmembersportal.org/chapters/VA/21,,,,,,21,"3rd Tuesday, 7:30 PM","1018 W Little Creek Rd, Norfolk, VA 23505"
DAV Chapter 22 - Portsmouth Fed #22,dav-chapter-22-va,local,Chapter 22,dav,DAV,world-war-1,World War I,VA,virginia,Portsmouth City,portsmouth-city,va_51740,4648 Portsmouth Blvd,Portsmouth,23701,,,false,757-465-7300,,http://www.davmembersportal.org/chapters/VA/22,,,,,,22,"3rd Thursday, 7:00 PM","4648 Portsmouth Blvd, Portsmouth, VA 23701"
DAV Chapter 23 - Carroll County #23,dav-chapter-23-va,local,Chapter 23,dav,DAV,world-war-1,World War I,VA,virginia,Wythe County,wythe-county,va_51197,449 Training Center Rd,Hillsville,24343,,,false,804-898-1357,,http://www.davmembersportal.org/chapters/VA/23,,,,,,23,"1st Monday, 7:00 PM","449 Training Center Rd, Hillsville, VA 24343"
DAV Chapter 24 - Harrisonburg #24,dav-chapter-24-va,local,Chapter 24,dav,DAV,world-war-1,World War I,VA,virginia,Harrisonburg City,harrisonburg-city,va_51660,450 Waterman Dr,Harrisonburg,22802,38.4569213,-78.87994479999999,true,540-810-4316,,http://www.davmembersportal.org/chapters/VA/24,,,,,,24,"2nd Tuesday, 6:30 PM","450 Waterman Dr, Harrisonburg, VA 22802"
DAV Chapter 26 - J Robert Graham #26,dav-chapter-26-va,local,Chapter 26,dav,DAV,world-war-1,World War I,VA,virginia,Chesapeake City,chesapeake-city,va_51550,1012 Crowell Ave,Chesapeake,23324,,,false,757-545-5679,,http://www.davmembersportal.org/chapters/VA/26,,,,,,26,"2nd Tuesday, 7:30 PM","1012 Crowell Ave, Chesapeake, VA 23324"
DAV Chapter 27 - Portsmouth #27,dav-chapter-27-va,local,Chapter 27,dav,DAV,world-war-1,World War I,VA,virginia,Portsmouth City,portsmouth-city,va_51740,3019 Portsmouth Blvd,Portsmouth,23704,,,false,757-303-0104,,http://www.davmembersportal.org/chapters/VA/27,,,,,,27,"1st Thursday, 7:30 PM","3019 Portsmouth Blvd, Portsmouth, VA 23704"
DAV Chapter 28 - Southside Comm #28,dav-chapter-28-va,local,Chapter 28,dav,DAV,world-war-1,World War I,VA,virginia,Nottoway County,nottoway-county,va_51135,1019 Mt. Nebo Rd,Nottoway,23955,,,false,804-920-4593,,http://www.davmembersportal.org/chapters/VA/28,,,,,,28,"1st Tuesday, 7:00 PM","1019 Mt. Nebo Rd, Nottoway, VA 23955"
DAV Chapter 30 - Skyline #30,dav-chapter-30-va,local,Chapter 30,dav,DAV,world-war-1,World War I,VA,virginia,Waynesboro City,waynesboro-city,va_51820,215 5th Street,Waynesboro,22980,38.0635266,-78.9396537,true,540-942-9084,,http://www.davmembersportal.org/chapters/VA/30,,,,,,30,"1st Tuesday, 5:30 PM","215 5th Street, Waynesboro, VA 22980"
DAV Chapter 31 - Tazewell County #31,dav-chapter-31-va,local,Chapter 31,dav,DAV,world-war-1,World War I,VA,virginia,Tazewell County,tazewell-county,va_51185,1851 Cranwell Dr,Richlands,24641,37.0931692,-81.7937271,true,276-964-2018,,http://www.davmembersportal.org/chapters/VA/31,,,,,,31,"2nd Thursday, 7:00 PM","1851 Cranwell Dr, Richlands, VA 24641"
DAV Chapter 33 - Charlottesville #33,dav-chapter-33-va,local,Chapter 33,dav,DAV,world-war-1,World War I,VA,virginia,Charlottesville City,charlottesville-city,va_51540,501 College Dr,Charlottesville,22902,,,false,434-996-4814,,http://www.davmembersportal.org/chapters/VA/33,,,,,,33,"2nd Wednesday, 6:30 PM","501 College Dr, Charlottesville, VA 22902"
DAV Chapter 35 - Clintwood #35,dav-chapter-35-va,local,Chapter 35,dav,DAV,world-war-1,World War I,VA,virginia,Dickenson County,dickenson-county,va_51051,270 Robbins Ln,Clintwood,24228,,,false,276-835-8108,,http://www.davmembersportal.org/chapters/VA/35,,,,,,35,"2nd Monday, 7:00 PM","270 Robbins Ln, Clintwood, VA 24228"
DAV Chapter 40 - Bristol #40,dav-chapter-40-va,local,Chapter 40,dav,DAV,world-war-1,World War I,VA,virginia,Bristol City,bristol-city,va_51520,15113 Bordwine Rd,Bristol,24202,,,false,276-466-4840,,http://www.davmembersportal.org/chapters/VA/40,,,,,,40,"1st Tuesday, 7:00 PM","15113 Bordwine Rd, Bristol, VA 24202"
DAV Chapter 45 - Col C H Hagy #45,dav-chapter-45-va,local,Chapter 45,dav,DAV,world-war-1,World War I,VA,virginia,Wise County,wise-county,va_51195,1721 3rd Ave E,Stone Gap,24219,36.8793863,-82.7599164,true,276-523-2531,,http://www.davmembersportal.org/chapters/VA/45,,,,,,45,"4th Thursday, 7:00 PM","1721 3rd Ave E, Stone Gap, VA 24219"
DAV Chapter 47 - Petersburg #47,dav-chapter-47-va,local,Chapter 47,dav,DAV,world-war-1,World War I,VA,virginia,Petersburg City,petersburg-city,va_51730,1925 Johnson Rd,Petersburg,23805,,,false,804-732-0415,,http://www.davmembersportal.org/chapters/VA/47,,,,,,47,"3rd Monday, 7:00 PM","1925 Johnson Rd, Petersburg, VA 23805"
DAV Chapter 48 - Eastern Prince Wm #48,dav-chapter-48-va,local,Chapter 48,dav,DAV,world-war-1,World War I,VA,virginia,Fairfax County,fairfax-county,va_51059,8210 Legion Drive,Lorton,22079,38.64769709999999,-77.3063422,true,703-343-6530,,http://www.davmembersportal.org/chapters/VA/48,,,,,,48,"2nd Saturday, 9:30 AM","8210 Legion Drive, Lorton, VA 22079"
