title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,club_room,voice_of_democracy,boy_scouts,funeral_honors,patriots_pen,vfw_riders_group
VFW POST 3504,vfw-post-3504-pa,local,Post 3504,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Somerset County,somerset-county,pa_42111,330 Dale St,Meyersdale,15552,39.8156717,-79.024542,true,(814) 634-8123,,,,,,,,3504,,false,false,false,false,false,false
VFW POST 3610,vfw-post-3610-pa,local,Post 3610,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Philadelphia County,philadelphia-county,pa_42101,3270 Frankford Ave,Philadelphia,19134,39.9942942,-75.1080296,true,(215) 291-9660,,,,,,,,3610,,false,false,false,false,false,false
COLLINS-CHAMBERS VFW POST 6541,vfw-post-6541-pa,local,Post 6541,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Delaware County,delaware-county,pa_42045,10 N Morton Ave,Morton,19070,39.908509,-75.3273137,true,(610) 338-0926,,,,,,,,6541,,false,false,false,false,false,false
VFW Post 6627,vfw-post-6627-pa,local,Post 6627,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Philadelphia County,philadelphia-county,pa_42101,4338 Terrace St,Philadelphia,19128,40.0275248,-75.2198969,true,(215) 487-3355,,,,,,,,6627,,false,false,false,false,false,false
VFW POST 6648 FREEPORT,vfw-post-6648-pa,local,Post 6648,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Westmoreland County,westmoreland-county,pa_42129,102 5Th St,Freeport,16229,40.6719825,-79.6846405,true,(724) 295-2280,,www.freeportvfw6648.com,,,,,,6648,No,true,true,false,false,true,false
VFW Post 6700,vfw-post-6700-pa,local,Post 6700,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Philadelphia County,philadelphia-county,pa_42101,2033 N 33Rd St,Philadelphia,19121,39.9881073,-75.1868595,true,(215) 232-7486,,vfw6700.org,,,,,,6700,Yes,true,false,false,false,false,false
PALMERTON VFW POST 7134,vfw-post-7134-pa,local,Post 7134,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Monroe County,monroe-county,pa_42089,2020 Forest Inn Rd,Palmerton,18071,40.8312928,-75.5951589,true,(610) 826-6936,,,,,,,,7134,,true,false,false,true,false,false
VFW POST 7250,vfw-post-7250-pa,local,Post 7250,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Somerset County,somerset-county,pa_42111,901 Oden St,Confluence,15424,39.802879,-79.354516,true,(814) 395-3214,,,,,,,,7250,,true,false,false,true,false,false
VFW Post 7293,vfw-post-7293-pa,local,Post 7293,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Lehigh County,lehigh-county,pa_42077,5209 Springmill Rd,Whitehall,18052,40.6866289,-75.5203868,true,(610) 262-1711,,,,,,,,7293,,true,true,false,true,true,false
VFW Post 7524,vfw-post-7524-pa,local,Post 7524,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Cambria County,cambria-county,pa_42021,415 Maple St,South Fork,15956,40.3653766,-78.7924909,true,(814) 495-5412,,,,,,,,7524,,true,true,false,false,true,false
VFW Post 7632,vfw-post-7632-pa,local,Post 7632,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Allegheny County,allegheny-county,pa_42003,502 Oxford Ave,Elizabeth,15037,40.2737554,-79.874708,true,(412) 384-2064,,,,,,,,7632,,false,true,false,true,false,false
VFW POST 7714,vfw-post-7714-pa,local,Post 7714,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Allegheny County,allegheny-county,pa_42003,7971 Steubenville Pike,Oakdale,15071,40.4433489,-79.886726,true,(724) 695-8866,,www.vfw7714.com,,,,,,7714,No,true,false,false,false,false,false
CHICORA VFW POST 7876,vfw-post-7876-pa,local,Post 7876,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Butler County,butler-county,pa_42019,108 S Main St,Chicora,16025,40.9479046,-79.7436228,true,(724) 445-2955,,,,,,,,7876,,false,false,false,false,false,false
VFW POST 8240,vfw-post-8240-pa,local,Post 8240,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Westmoreland County,westmoreland-county,pa_42129,707 Clay Ave,Jeannette,15644,40.3287783,-79.6203944,true,(724) 527-1115,,,,,,,,8240,,true,false,false,true,false,false
VFW Post 8423,vfw-post-8423-pa,local,Post 8423,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Philadelphia County,philadelphia-county,pa_42101,2336 N Park Ave,Philadelphia,19132,39.9886371,-75.154596,true,(215) 225-3929,,,,,,,,8423,,false,false,false,false,false,false
HERMINIE VFW POST 8427,vfw-post-8427-pa,local,Post 8427,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Westmoreland County,westmoreland-county,pa_42129,501 Church St,Herminie,15637,40.264885,-79.712588,true,(724) 446-7166,,,,,,,,8427,,true,false,false,false,true,false
ELK MOUNT VFW POST 8488,vfw-post-8488-pa,local,Post 8488,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Susquehanna County,susquehanna-county,pa_42115,Rr 1,Kingsley,18826,41.7597997,-75.7521336,true,(570) 222-9820,,,,,,,,8488,,true,true,false,true,true,false
VFW POST 8724,vfw-post-8724-pa,local,Post 8724,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Cambria County,cambria-county,pa_42021,1228 Newry Ln,Duncansville,16635,40.2641005,-78.8373663,true,(814) 695-9703,,duncansvillevfw.org/default.aspx,,,,,,8724,No,true,false,false,true,false,false
VFW POST 8803,vfw-post-8803-pa,local,Post 8803,vfw,VFW,spanish-american-war,Spanish-American War,PA,pennsylvania,Warren County,warren-county,pa_42123,93 Main St,Tidioute,16351,41.6825775,-79.3931571,true,(814) 484-7717,,vfw8803.org,,,,,,8803,No,false,false,false,true,false,false
VFW Post 263,vfw-post-263-ri,local,Post 263,vfw,VFW,spanish-american-war,Spanish-American War,RI,rhode-island,,,ri_,165 Arnold St,Woonsocket,2895,42.0025644,-71.5167855,true,(401) 766-6776,,,,,,,,263,,false,false,false,false,false,false
VFW Post 602,vfw-post-602-ri,local,Post 602,vfw,VFW,spanish-american-war,Spanish-American War,RI,rhode-island,,,ri_,55 Overland Ave,Pawtucket,2860,41.8730317,-71.4158676,true,(401) 728-4440,,,,,,,,602,,true,false,false,false,false,false
VFW Post 1271,vfw-post-1271-ri,local,Post 1271,vfw,VFW,spanish-american-war,Spanish-American War,RI,rhode-island,,,ri_,416 Hunt St,Central Falls,2863,41.892954,-71.395794,true,(401) 726-9346,,,,,,,,1271,,false,false,false,false,false,false
DUSZA ALMEIDA VFW POST 2339,vfw-post-2339-ri,local,Post 2339,vfw,VFW,spanish-american-war,Spanish-American War,RI,rhode-island,,,ri_,178 Columbus Ave,Pawtucket,2860,41.870498,-71.365074,true,(401) 726-5340,,,,,,,,2339,,false,false,false,false,false,false
VFW Post 2929,vfw-post-2929-ri,local,Post 2929,vfw,VFW,spanish-american-war,Spanish-American War,RI,rhode-island,,,ri_,47 Farnum Pike,Smithfield,2917,41.8852731,-71.5083092,true,(401) 232-3540,,,,,,,,2929,,false,false,false,false,false,false
VFW Post 4651,vfw-post-4651-ri,local,Post 4651,vfw,VFW,spanish-american-war,Spanish-American War,RI,rhode-island,,,ri_,7 Haven Ave,Cranston,2920,41.7899934,-71.4601538,true,(401) 942-9768,,,,,,,,4651,,true,false,false,false,false,false
VFW Post 5390,vfw-post-5390-ri,local,Post 5390,vfw,VFW,spanish-american-war,Spanish-American War,RI,rhode-island,,,ri_,822 Anthony Rd,Portsmouth,2871,41.6411797,-71.2235936,true,(401) 683-9869,,,,,,,,5390,,true,true,false,false,false,false
VFW POST 445,vfw-post-445-sc,local,Post 445,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Charleston County,charleston-county,sc_45019,1639 Camp Rd,Charleston,29412,32.733709,-79.9679909,true,(843) 795-9419,,www.vfw445.org/,,,,,,445,No,true,true,false,true,true,false
VFW Post 641,vfw-post-641-sc,local,Post 641,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Richland County,richland-county,sc_45079,534 Bailey St,Columbia,29203,34.0350672,-81.0194589,true,(803) 782-5943,,,,,,,,641,,false,false,false,false,false,false
VFW POST 1845,vfw-post-1845-sc,local,Post 1845,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Laurens County,laurens-county,sc_45059,119 Hedge St,Simpsonville,29681,34.7386285,-82.2544646,true,(864) 963-2934,,,,,,,,1845,,false,true,false,false,true,false
VFW Post 2779,vfw-post-2779-sc,local,Post 2779,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Orangeburg County,orangeburg-county,sc_45075,1575 Russell St,Orangeburg,29115,33.4922253,-80.8585884,true,(803) 534-3280,,,,,,,,2779,,false,false,false,false,false,false
VFW Post 3137,vfw-post-3137-sc,local,Post 3137,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Charleston County,charleston-county,sc_45019,1004 Ocean Blvd,Isle Of Palms,29451,32.7844629,-79.7898261,true,(843) 886-6840,,vfw3137.org,,,,,,3137,No,true,true,false,false,true,false
VFW POST 3142,vfw-post-3142-sc,local,Post 3142,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Charleston County,charleston-county,sc_45019,3555 Dorchester Rd,North Charleston,29405,32.852736,-79.9839253,true,(843) 744-9260,,,,,,,,3142,,false,false,false,false,false,false
VFW Post 3181,vfw-post-3181-sc,local,Post 3181,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Florence County,florence-county,sc_45041,236 S Greer Rd,Florence,29506,34.1963824,-79.7088023,true,(843) 665-5077,,,,,,,,3181,,true,false,false,false,false,false
VFW POST 3695,vfw-post-3695-sc,local,Post 3695,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Lexington County,lexington-county,sc_45063,1743 Middle St,Cayce,29033,33.969424,-81.073212,true,(803) 794-7541,,,,,,,,3695,,false,false,false,false,false,false
VFW Post 4262,vfw-post-4262-sc,local,Post 4262,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Richland County,richland-county,sc_45079,5821 Main St,Columbia,29203,34.0245658,-81.0422059,true,(803) 754-1614,,www.vfw4262.org,,,,,,4262,No,true,true,false,false,true,false
VFW POST 5730,vfw-post-5730-sc,local,Post 5730,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Greenville County,greenville-county,sc_45045,105 Hammett Street Ext,Greenville,29609,34.8428503,-82.4017524,true,(864) 232-4946,,,,,,,,5730,,false,false,false,false,false,false
VFW POST 5877,vfw-post-5877-sc,local,Post 5877,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Aiken County,aiken-county,sc_45003,Po Box 378,Aiken,29802,33.5733497,-81.770546,true,(803) 648-0119,,,,,,,,5877,,true,false,false,false,false,false
VFW POST 6444,vfw-post-6444-sc,local,Post 6444,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Williamsburg County,williamsburg-county,sc_45089,711 Church St,Georgetown,29440,33.3706628,-79.2789492,true,(843) 546-0529,,vfw6444.org,,,,,,6444,Yes,true,false,false,false,false,false
VFW POST 6734,vfw-post-6734-sc,local,Post 6734,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Greenville County,greenville-county,sc_45045,15 Jeff St,Piedmont,29673,34.8428503,-82.4017524,true,(864) 277-7014,,vfw6734.org,,,,,,6734,Yes,true,true,false,true,false,false
VFW POST 6740,vfw-post-6740-sc,local,Post 6740,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Saluda County,saluda-county,sc_45081,950 Rock N Creek Rd,Leesville,29070,34.0439422,-81.5442677,true,(803) 532-6784,,vfw6740.org,,,,,,6740,Yes,true,true,false,false,true,false
VFW POST 8166,vfw-post-8166-sc,local,Post 8166,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Orangeburg County,orangeburg-county,sc_45075,1650 Amelia St,Orangeburg,29115,33.4943063,-80.8598763,true,(803) 536-0938,,,,,,,,8166,,true,false,false,false,false,false
LAKE WATEREE VFW POST 8346,vfw-post-8346-sc,local,Post 8346,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Richland County,richland-county,sc_45079,74 Veterans Dr,Ridgeway,29130,33.9928841,-81.0268676,true,(803) 337-8587,,https://vfwpost8346.org/,,,,,,8346,Yes,true,true,false,false,true,false
LEXINGTON VFW POST NO 8738,vfw-post-8738-sc,local,Post 8738,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Lexington County,lexington-county,sc_45063,424 Cedarcrest Dr,Lexington,29073,33.9649863,-81.2044016,true,(803) 359-4007,,https://vfw8738.org/,,,,,,8738,Yes,true,true,false,false,true,false
VFW POST HOME 8760,vfw-post-8760-sc,local,Post 8760,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Beaufort County,beaufort-county,sc_45013,37 Castle Rock Rd,Beaufort,29906,32.4178353,-80.7528414,true,(843) 524-8760,,,,,,,,8760,,true,true,false,false,true,false
VFW POST 8990,vfw-post-8990-sc,local,Post 8990,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Lancaster County,lancaster-county,sc_45057,1034 Shop Rd,Kershaw,29067,34.5269748,-80.5815759,true,(803) 475-6609,,,,,,,,8990,,false,false,false,false,false,false
VFW Post 9138,vfw-post-9138-sc,local,Post 9138,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,York County,york-county,sc_45091,1442 Harris Rd,Fort Mill,29715,35.0092096,-80.9685151,true,(803) 547-5480,,,,,,,,9138,,true,false,false,false,false,false
VFW POST NO 9349,vfw-post-9349-sc,local,Post 9349,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Spartanburg County,spartanburg-county,sc_45083,202 Caulder Cir,Spartanburg,29306,34.933178,-81.9255723,true,(864) 583-3101,,,,,,,,9349,,false,false,false,false,false,false
VFW POST 9539,vfw-post-9539-sc,local,Post 9539,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Spartanburg County,spartanburg-county,sc_45083,325 Carolina Drive Ext,Roebuck,29376,34.9274197,-81.9122105,true,(864) 585-5290,,,,,,,,9539,,true,true,false,false,true,false
VFW POST 10058,vfw-post-10058-sc,local,Post 10058,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Greenville County,greenville-county,sc_45045,1185 N Highway 25,Travelers Rest,29690,34.9717606,-82.4290961,true,(864) 834-5091,,www.vfw10058.org,,,,,,10058,No,false,false,false,false,true,false
VFW POST 10330,vfw-post-10330-sc,local,Post 10330,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Pickens County,pickens-county,sc_45077,6300 White Horse Rd,Greenville,29611,34.8603772,-82.4614987,true,(864) 246-6040,,www.vfwpost10330.com/,,,,,,10330,No,false,false,false,false,false,false
VFW POST 10420,vfw-post-10420-sc,local,Post 10420,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Horry County,horry-county,sc_45051,4359 Highway 17,Murrells Inlet,29576,33.5554554,-79.0446004,true,(843) 651-6900,,www.vfwpost10420.org/,,,,,,10420,Yes,true,false,false,false,false,false
VFW Post 10804,vfw-post-10804-sc,local,Post 10804,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Horry County,horry-county,sc_45051,4223 Sea Mountain Hwy,Little River,29566,33.8600748,-78.6626912,true,(843) 399-0877,,www.vfw10804.org,,,,,,10804,Yes,true,false,false,false,false,false
VFW POST 10980,vfw-post-10980-sc,local,Post 10980,vfw,VFW,spanish-american-war,Spanish-American War,SC,south-carolina,Orangeburg County,orangeburg-county,sc_45075,448 Miracle Dr,Eutawville,29048,33.4987851,-80.8468434,true,(803) 492-8313,,www.myvfw10980.com/,,,,,,10980,No,true,false,false,false,false,false
VFW Post 2750,vfw-post-2750-sd,local,Post 2750,vfw,VFW,spanish-american-war,Spanish-American War,SD,south-dakota,Hanson County,hanson-county,sd_46061,105 N Main St,Mitchell,57301,43.7096459,-98.0256256,true,(605) 996-9470,,www.facebook.com/VFW-Post-2750-121395661242540,,,,,,2750,No,true,true,false,true,true,false
VFW POST NO 4726,vfw-post-4726-sd,local,Post 4726,vfw,VFW,spanish-american-war,Spanish-American War,SD,south-dakota,Minnehaha County,minnehaha-county,sd_46099,321 S Main Ave,Brandon,57005,43.5912898,-96.5878834,true,(605) 582-3411,,www.facebook.com/vfw4726,,,,,,4726,No,true,true,false,true,true,false
VFW POST 6436,vfw-post-6436-sd,local,Post 6436,vfw,VFW,spanish-american-war,Spanish-American War,SD,south-dakota,Buffalo County,buffalo-county,sd_46017,318 N Main St,Chamberlain,57325,43.8127326,-99.3289579,true,(605) 734-9998,,myvfw.org/sd/post6436,,,,,,6436,No,false,false,false,true,false,false
VFW POST 684,vfw-post-684-tn,local,Post 684,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Shelby County,shelby-county,tn_47157,3709 E Raines Rd,Memphis,38118,35.0369561,-89.9405442,true,(901) 794-0696,,vfw684.org,,,,,,684,No,true,false,false,false,true,false
VFW Post 1291,vfw-post-1291-tn,local,Post 1291,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Davidson County,davidson-county,tn_47037,1907 Lebanon Pike,Nashville,37210,36.156045,-86.71053,true,(615) 889-9755,,vfw1291.org,,,,,,1291,Yes,true,false,false,false,false,false
VFW Post 1848,vfw-post-1848-tn,local,Post 1848,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Madison County,madison-county,tn_47113,3803 Us Highway 45 N,Jackson,38305,35.8417316,-82.9162962,true,(901) 668-0951,,,,,,,,1848,,true,false,false,true,false,false
VFW POST 1889,vfw-post-1889-tn,local,Post 1889,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Weakley County,weakley-county,tn_47183,2512 E Wood St,Paris,38242,36.320325,-88.2779432,true,(901) 642-6293,,na,,,,,,1889,No,true,false,false,false,false,false
VFW Post 1893,vfw-post-1893-tn,local,Post 1893,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Franklin County,franklin-county,tn_47051,6190 Aedc Rd,Estill Springs,37330,35.191844,-85.9371087,true,(931) 967-1456,,vfw1893.org,,,,,,1893,No,true,true,false,true,true,false
VFW POST 1990,vfw-post-1990-tn,local,Post 1990,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Hawkins County,hawkins-county,tn_47073,70 Harlan St,Greeneville,37745,36.1851028,-82.7620584,true,(423) 638-4201,,,,,,,,1990,,false,true,false,false,true,false
VFW Post 2108,vfw-post-2108-tn,local,Post 2108,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Washington County,washington-county,tn_47179,2518 Jim Funkhouser Rd,Johnson City,37604,36.3024236,-82.3692822,true,(423) 928-4733,,,,,,,,2108,,true,true,false,false,true,false
VFW Post 2372,vfw-post-2372-tn,local,Post 2372,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Jefferson County,jefferson-county,tn_47089,465 Old Knoxville Hwy,Newport,37821,35.9693043,-83.2062452,true,(423) 625-3656,,,,,,,,2372,,false,false,false,false,false,false
VFW Post 2598,vfw-post-2598-tn,local,Post 2598,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Bradley County,bradley-county,tn_47011,3370 Ocoee St N,Cleveland,37312,35.1675606,-84.871795,true,(423) 476-8442,,www.vfwpost2598.com,,,,,,2598,No,true,true,false,true,true,true
VFW Post 4641,vfw-post-4641-tn,local,Post 4641,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Hickman County,hickman-county,tn_47081,215 Marshall Stuart Dr,Dickson,37055,36.0542161,-87.3550358,true,(615) 446-9592,,,,,,,,4641,,true,false,false,false,false,false
VFW POST 4730,vfw-post-4730-tn,local,Post 4730,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Stewart County,stewart-county,tn_47161,129 Long Creek Rd,Dover,37058,36.4910017,-87.9615361,true,(931) 232-6040,,vfw4730.org,,,,,,4730,Yes,true,false,false,false,false,false
VFW POST 4895,vfw-post-4895-tn,local,Post 4895,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Robertson County,robertson-county,tn_47147,1701 Haynes St,Clarksville,37043,36.516405,-87.314511,true,(931) 647-6686,,,,,,,,4895,,true,true,false,false,true,false
VFW POST 4916,vfw-post-4916-tn,local,Post 4916,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Shelby County,shelby-county,tn_47157,847 Whitney Ave,Memphis,38127,35.207588,-90.0353684,true,(901) 353-2118,,,,,,,,4916,,false,false,false,false,false,false
VFW POST 4969,vfw-post-4969-tn,local,Post 4969,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Williamson County,williamson-county,tn_47187,2021 Williamsport Pike,Columbia,38401,35.6322496,-87.1148334,true,(931) 388-1177,,vfw4969.org,,,,,,4969,No,true,false,false,false,false,false
VFW Post 5025,vfw-post-5025-tn,local,Post 5025,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Cumberland County,cumberland-county,tn_47035,32 Vfw Loop,Crossville,38555,35.9437967,-85.0740563,true,(931) 484-6728,,,,,,,,5025,,true,true,false,false,false,false
VFW POST 5064,vfw-post-5064-tn,local,Post 5064,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Warren County,warren-county,tn_47177,3340 Sparta Hwy,Mcminnville,37110,35.7023477,-85.7377113,true,(931) 668-8392,,vfwpost5064.wixsite.com/vfw-post-5064,,,,,,5064,No,false,true,false,true,true,false
VFW Post 5146,vfw-post-5146-tn,local,Post 5146,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,McMinn County,mcminn-county,tn_47107,706 Congress Pkwy Ne,Athens,37303,35.4562796,-84.5969413,true,(423) 745-8387,,vfw5146.org,,,,,,5146,Yes,false,false,false,false,false,false
VFW POST NO 5154,vfw-post-5154-tn,local,Post 5154,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Blount County,blount-county,tn_47009,2561 Hobbs Rd,Louisville,37777,35.5489368,-84.0143927,true,(865) 982-9982,,vfw5154.org,,,,,,5154,Yes,false,false,false,false,false,false
VFW POST 6496,vfw-post-6496-tn,local,Post 6496,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Madison County,madison-county,tn_47113,285 Airways Blvd,Jackson,38301,35.6165201,-88.8310962,true,(901) 423-9664,,www.vfw6496.otrg,,,,,,6496,No,true,false,false,false,false,false
VFW POST 9690,vfw-post-9690-tn,local,Post 9690,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Madison County,madison-county,tn_47113,411 Railroad St,Jackson,38301,35.628323,-88.808815,true,(901) 424-5262,,,,,,,,9690,,false,false,false,false,false,false
VFW POST 9754,vfw-post-9754-tn,local,Post 9754,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Hawkins County,hawkins-county,tn_47073,261 Silver Lake Rd,Church Hill,37642,36.5235488,-82.6873347,true,(423) 357-3613,,,,,,,,9754,,true,false,false,true,false,false
VFW POST 9851,vfw-post-9851-tn,local,Post 9851,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Sumner County,sumner-county,tn_47165,73 New Shackle Island Rd,Hendersonville,37075,36.305008,-86.6350696,true,(615) 824-9851,,www.vfw9851.org/,,,,,,9851,No,true,true,false,false,true,false
VFW POST 11160 CANTEEN POST 11160,vfw-post-1116011160-tn,local,Post 1116011160,vfw,VFW,spanish-american-war,Spanish-American War,TN,tennessee,Montgomery County,montgomery-county,tn_47125,1068 Lafayette Rd,Clarksville,37042,36.5769608,-87.4475633,true,(931) 551-3293,,,,,,,,1116011160,,true,true,false,false,true,false
VFW POST 581,vfw-post-581-tx,local,Post 581,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Harris County,harris-county,tx_48201,27 Farrell St,Houston,77022,29.8404275,-95.381787,true,(713) 697-7273,,,,,,,,581,,true,true,false,false,true,false
VFW Post 708,vfw-post-708-tx,local,Post 708,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Tarrant County,tarrant-county,tx_48439,5711 Azle Ave,Fort Worth,76114,32.8113784,-97.4039322,true,(817) 624-7383,,,,,,,,708,,false,false,false,false,false,false
VFW Post 797,vfw-post-797-tx,local,Post 797,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Jefferson County,jefferson-county,tx_48245,710 Main Ave,Port Arthur,77642,29.9224844,-93.8883496,true,(409) 962-3512,,,,,,,,797,,false,false,false,false,false,false
VFW Post 837,vfw-post-837-tx,local,Post 837,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,4436 Valleyfield St,San Antonio,78222,29.5833311,-98.6194451,true,(210) 337-8893,,,,,,,,837,,false,false,false,false,false,false
VFW POST 1475,vfw-post-1475-tx,local,Post 1475,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Potter County,potter-county,tx_48375,1401 W 8Th Ave,Amarillo,79101,35.2335212,-101.7326609,true,(806) 373-3521,,,,,,,,1475,,true,false,false,true,true,false
VFW Post 1533,vfw-post-1533-tx,local,Post 1533,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,107 Elmhurst Ave,San Antonio,78209,29.4593365,-98.4677912,true,(210) 826-0278,,,,,,,,1533,,false,false,false,false,false,false
VFW POST 1657,vfw-post-1657-tx,local,Post 1657,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Roberts County,roberts-county,tx_48393,105 S Cuyler St,Pampa,79065,35.5356496,-100.9608943,true,(806) 669-1264,,,,,,,,1657,,false,false,false,false,false,false
VFW POST 1798,vfw-post-1798-tx,local,Post 1798,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Swisher County,swisher-county,tx_48437,300 Se 2Nd St,Tulia,79088,34.535902,-101.761511,true,(806) 995-2513,,,,,,,,1798,,false,false,false,false,false,false
VFW Post 1820,vfw-post-1820-tx,local,Post 1820,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bell County,bell-county,tx_48027,3302 Airport Rd,Temple,76504,31.1118633,-97.3738655,true,(254) 778-5450,,,,,,,,1820,,false,false,false,false,false,false
VFW POST 1839,vfw-post-1839-tx,local,Post 1839,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,San Jacinto County,san-jacinto-county,tx_48407,Po Box 23,Cleveland,77328,29.7598486,-95.3598805,true,(281) 592-7230,,,,,,,,1839,,true,true,false,false,true,false
VFW Post 2059,vfw-post-2059-tx,local,Post 2059,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Bexar County,bexar-county,tx_48029,3202 Ackerman Rd,San Antonio,78219,29.4498495,-98.3812152,true,(210) 661-9089,,,,,,,,2059,,false,false,false,false,false,false
VFW POST 2137,vfw-post-2137-tx,local,Post 2137,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Wise County,wise-county,tx_48497,11875 S Fm 730,Azle,76020,33.0565326,-97.4718652,true,(817) 444-2912,,,,,,,,2137,,true,true,false,false,true,false
VFW POST 2147,vfw-post-2147-tx,local,Post 2147,vfw,VFW,spanish-american-war,Spanish-American War,TX,texas,Wichita County,wichita-county,tx_48485,3305 Sheppard Access Rd,Wichita Falls,76306,33.955577,-98.5131154,true,(940) 855-0442,,,,,,,,2147,,false,false,false,false,false,false
